step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
1160.0,77,28571.0,250.62280701754386,1.5380416243446635,77,30530.0,0.06384687367611415,77,30530.0,False,,
1165.0,78,28848.0,248.68965517241378,2.316625848301185,78,30770.0,0.07647615925931976,78,30770.0,False,,
1170.0,79,29157.0,258.0265486725664,2.290657516509143,79,31025.0,0.06180451799467459,79,31025.0,False,,
1175.0,80,29525.0,275.93457943925233,2.4482291177675015,80,31355.0,0.08643658640283354,80,31355.0,False,,
1180.0,75,29708.0,282.93333333333334,2.338257003440579,75,31503.0,0.09408296751035025,75,31503.0,False,,
1185.0,69,29754.0,288.873786407767,2.0777863993028225,69,31436.0,0.08014152684452729,69,31436.0,False,,
1190.0,68,29795.0,281.08490566037733,1.7475223731108855,68,31739.0,0.0705377137636685,68,31739.0,False,,
1195.0,69,29886.0,276.72222222222223,1.7931508385600812,69,32045.0,0.0800363012019075,69,32045.0,False,,
1200.0,71,30007.0,277.8425925925926,1.6833349373382276,71,32338.0,0.08354629600414924,71,32338.0,False,,
1205.0,72,30226.0,274.7818181818182,1.47697411055941,72,32560.0,0.0547109087290728,72,32560.0,False,,
1210.0,78,30519.0,267.7105263157895,2.046648695535704,78,32832.0,0.04664417069423867,78,32832.0,False,,
1215.0,81,30877.0,273.24778761061947,2.1819308925499454,81,33159.0,0.06259550347183719,81,33159.0,False,,
